"DisplayName","DisplayVersion","Publisher","InstallLocation","UninstallString"
"Docker Desktop","4.86.0","Docker Inc.","C:\Program Files\Docker\Docker","""C:\Program Files\Docker\Docker\Docker Desktop Installer.exe"" ""uninstall"""
