"Name","Version","Publisher","InstallLocation","PackageFullName"
"OpenAI.Codex","26.810.7004.0","CN=50BDFD77-8903-4850-9FFE-6E8522F64D5B","C:\Program Files\WindowsApps\OpenAI.Codex_26.810.7004.0_x64__2p2nqsd0c76g0","OpenAI.Codex_26.810.7004.0_x64__2p2nqsd0c76g0"
